Staff_ID,Hotel_ID,Department,Role,Shift,Monthly_Salary
240559,161405,Food & Beverage,Technician,Night,110785.39
240560,161397,Front Office,Manager,Morning,88911.54
240561,160126,Housekeeping,Chef,Morning,56685.73
240562,161433,Food & Beverage,Supervisor,Morning,38013.2
240563,161836,Sales,Supervisor,Evening,105368.05
240564,161121,Housekeeping,Supervisor,Evening,35479.78
240565,160758,Sales,Manager,Evening,102048.03
240566,160386,Maintenance,Technician,Morning,151116.67
240567,161015,Maintenance,Manager,Night,119498.02
240568,161670,Sales,Technician,Evening,100625.88
240569,160336,Front Office,Executive,Night,73935.4
240570,161272,Sales,Associate,Morning,62521.09
240571,161221,Housekeeping,Executive,Evening,126892.92
240572,161407,Housekeeping,Executive,Night,118261.58
240573,160485,Sales,Associate,Morning,172499.9
240574,160938,Food & Beverage,Executive,Evening,89610.75
240575,160654,Maintenance,Supervisor,Night,46224.64
240576,160849,Sales,Chef,Evening,24587.76
240577,161490,Housekeeping,Associate,Evening,173298.6
240578,160621,Sales,Technician,Morning,155286.37
240579,161748,Maintenance,Technician,Evening,124526.83
240580,160116,Maintenance,Associate,Evening,70993.14
240581,160955,Sales,Supervisor,Night,172291.95
240582,161301,Sales,Executive,Morning,123327.6
240583,161720,Sales,Chef,Night,179455.51
240584,160744,Front Office,Manager,Evening,106761.7
240585,160364,Front Office,Manager,Night,104411.48
240586,161949,Front Office,Supervisor,Evening,155067.3
240587,161842,Food & Beverage,Technician,Morning,134515.07
240588,161509,Food & Beverage,Executive,Morning,99218.42
240589,160786,Maintenance,Executive,Night,108684.57
240590,160098,Front Office,Chef,Morning,125077.75
240591,161381,Food & Beverage,Chef,Morning,115719.39
240592,161185,Food & Beverage,Chef,Evening,21545.75
240593,160670,Front Office,Supervisor,Evening,98559.15
240594,161005,Housekeeping,Supervisor,Morning,122388.32
240595,161479,Sales,Chef,Night,31635.76
240596,161943,Front Office,Supervisor,Evening,119878.34
240597,160915,Sales,Supervisor,Morning,144625.85
240598,161595,Housekeeping,Supervisor,Night,95787.85
240599,161226,Housekeeping,Technician,Morning,165616.58
240600,161988,Housekeeping,Associate,Night,92796.45
240601,160872,Housekeeping,Technician,Morning,35860.86
240602,161952,Maintenance,Associate,Night,169857.96
240603,161495,Maintenance,Chef,Evening,111973.28
240604,160776,Housekeeping,Manager,Morning,129474.65
240605,160730,Food & Beverage,Chef,Night,98249.85
240606,161119,Food & Beverage,Associate,Evening,113524.69
240607,161221,Sales,Manager,Morning,154207.29
240608,161087,Sales,Supervisor,Night,139909.24
240609,161989,Food & Beverage,Executive,Morning,29156.75
240610,161602,Food & Beverage,Associate,Morning,117998.55
240611,160927,Maintenance,Technician,Evening,95225.68
240612,160311,Housekeeping,Chef,Night,165418.57
240613,161809,Maintenance,Chef,Night,89148.57
240614,161185,Sales,Chef,Morning,140671.45
240615,160068,Housekeeping,Supervisor,Night,176568.63
240616,160910,Front Office,Technician,Evening,149681.64
240617,160772,Food & Beverage,Associate,Night,124345.89
240618,161943,Front Office,Executive,Night,79123.08
240619,160940,Food & Beverage,Manager,Morning,53523.9
240620,160935,Maintenance,Executive,Morning,102333.78
240621,160777,Maintenance,Manager,Evening,157790.3
240622,160702,Sales,Chef,Night,70370.15
240623,160700,Housekeeping,Technician,Evening,70015.85
240624,161348,Maintenance,Executive,Night,35854.76
240625,161862,Front Office,Supervisor,Evening,145819.54
240626,161001,Food & Beverage,Supervisor,Morning,133519.39
240627,160497,Housekeeping,Chef,Morning,128793.53
240628,160223,Food & Beverage,Associate,Evening,29446.9
240629,160360,Housekeeping,Associate,Night,79726.54
240630,160739,Front Office,Manager,Evening,149015.85
240631,160382,Maintenance,Chef,Night,77221.93
240632,160138,Front Office,Technician,Morning,123937.67
240633,161015,Sales,Chef,Night,116903.06
240634,161793,Housekeeping,Chef,Evening,141888.15
240635,160756,Front Office,Associate,Morning,60042.51
240636,161584,Food & Beverage,Associate,Morning,63150.2
240637,160458,Front Office,Supervisor,Morning,20137.94
240638,161897,Sales,Technician,Morning,79674.93
240639,160316,Front Office,Executive,Evening,45592.97
240640,160520,Sales,Technician,Morning,155331.4
240641,161293,Front Office,Executive,Evening,131776.96
240642,160417,Sales,Manager,Evening,122581.05
240643,160844,Food & Beverage,Technician,Evening,124987.93
240644,161668,Food & Beverage,Executive,Morning,28341.83
240645,161114,Maintenance,Associate,Morning,22978.66
240646,160458,Maintenance,Technician,Morning,107092.64
240647,160788,Food & Beverage,Executive,Night,83941.97
240648,160518,Housekeeping,Manager,Night,114157.89
240649,160845,Maintenance,Technician,Evening,118763.36
240650,161367,Maintenance,Manager,Evening,165350.47
240651,160084,Housekeeping,Chef,Evening,137836.74
240652,161485,Food & Beverage,Associate,Morning,44058.25
240653,160064,Housekeeping,Associate,Morning,36644.53
240654,161013,Food & Beverage,Manager,Night,167577.15
240655,160692,Sales,Associate,Evening,136661.11
240656,160320,Food & Beverage,Associate,Evening,100124.46
240657,161718,Sales,Supervisor,Morning,63835.66
240658,161311,Front Office,Technician,Night,39569.28
240659,161224,Maintenance,Executive,Night,135715.6
240660,160956,Front Office,Manager,Morning,62228.22
240661,160488,Housekeeping,Executive,Evening,152408.85
240662,161627,Sales,Executive,Night,27684.73
240663,161634,Sales,Associate,Morning,177080.42
240664,160082,Sales,Manager,Night,99202.17
240665,160371,Front Office,Supervisor,Evening,62615.02
240666,161375,Maintenance,Executive,Night,74490.52
240667,161285,Sales,Supervisor,Morning,50861.92
240668,161907,Maintenance,Technician,Evening,114235.33
240669,161269,Maintenance,Technician,Evening,124169.44
240670,161104,Food & Beverage,Supervisor,Morning,175647.91
240671,160650,Housekeeping,Executive,Morning,128135.4
240672,161964,Food & Beverage,Associate,Evening,110907.86
240673,161626,Housekeeping,Executive,Night,137872.93
240674,161538,Food & Beverage,Executive,Night,106534.76
240675,161312,Sales,Supervisor,Evening,154382.01
240676,161705,Housekeeping,Supervisor,Night,77997.36
240677,160212,Sales,Supervisor,Night,124005.03
240678,160887,Maintenance,Associate,Night,171328.92
240679,161679,Housekeeping,Executive,Evening,170663.91
240680,161029,Front Office,Associate,Evening,52668.13
240681,161179,Housekeeping,Chef,Night,163994.31
240682,160419,Food & Beverage,Chef,Morning,105158.52
240683,160636,Housekeeping,Chef,Evening,103506.16
240684,161573,Housekeeping,Technician,Morning,95688.58
240685,161847,Maintenance,Manager,Morning,26815.41
240686,161123,Front Office,Supervisor,Evening,174736.44
240687,161586,Front Office,Executive,Night,67399.31
240688,161704,Front Office,Executive,Morning,153222.67
240689,161512,Sales,Technician,Evening,122066.28
240690,160217,Food & Beverage,Executive,Night,36478.78
240691,160644,Housekeeping,Associate,Morning,81877.11
240692,160730,Housekeeping,Executive,Evening,35751.82
240693,160390,Housekeeping,Technician,Night,85310.22
240694,160512,Food & Beverage,Chef,Morning,46150.09
240695,161782,Front Office,Executive,Morning,159599.67
240696,161967,Front Office,Executive,Evening,135545.9
240697,160325,Food & Beverage,Technician,Morning,90578.76
240698,161016,Sales,Executive,Night,130320.04
240699,160099,Maintenance,Executive,Evening,65526.46
240700,160634,Housekeeping,Manager,Evening,151465.31
240701,160586,Maintenance,Associate,Evening,74443.25
240702,161383,Maintenance,Chef,Morning,146355.06
240703,160088,Food & Beverage,Executive,Morning,119179.1
240704,161302,Food & Beverage,Supervisor,Morning,156665.92
240705,161097,Housekeeping,Technician,Night,77420.48
240706,161391,Housekeeping,Manager,Morning,148914.5
240707,161348,Maintenance,Associate,Morning,41723.36
240708,161276,Front Office,Executive,Morning,66618.19
240709,160064,Food & Beverage,Associate,Evening,108210.61
240710,160838,Sales,Technician,Morning,83729.86
240711,162000,Front Office,Technician,Morning,83014.53
240712,161012,Maintenance,Supervisor,Night,109063.95
240713,160603,Front Office,Supervisor,Evening,41462.88
240714,160794,Maintenance,Chef,Night,159267.13
240715,161993,Maintenance,Executive,Evening,24820.18
240716,161133,Front Office,Associate,Morning,113057.69
240717,161895,Maintenance,Technician,Evening,170325.62
240718,161364,Maintenance,Chef,Night,144950.57
240719,160726,Sales,Associate,Evening,47571.44
240720,160748,Front Office,Executive,Evening,50436.26
240721,161529,Sales,Executive,Night,139500.03
240722,161006,Sales,Manager,Morning,27591.11
240723,161452,Front Office,Executive,Morning,140011.13
240724,161022,Front Office,Associate,Evening,37031.18
240725,160116,Front Office,Chef,Night,174786.3
240726,160179,Front Office,Chef,Evening,129796.5
240727,160853,Housekeeping,Executive,Evening,18373.47
240728,160490,Sales,Manager,Evening,69542.85
240729,161200,Food & Beverage,Manager,Evening,34725.7
240730,160509,Food & Beverage,Manager,Morning,78204.99
240731,160907,Housekeeping,Chef,Morning,116272.85
240732,160337,Maintenance,Manager,Morning,63390.34
240733,161699,Maintenance,Chef,Morning,121380.3
240734,161351,Maintenance,Technician,Evening,137845.51
240735,161245,Food & Beverage,Supervisor,Morning,145518.15
240736,160581,Housekeeping,Executive,Morning,141300.19
240737,161448,Housekeeping,Technician,Morning,24920.23
240738,160865,Maintenance,Associate,Evening,52035.14
240739,160266,Sales,Manager,Night,120419.02
240740,160890,Front Office,Technician,Night,35928.52
240741,160679,Housekeeping,Executive,Night,119977.6
240742,160404,Maintenance,Associate,Evening,99459.13
240743,160524,Food & Beverage,Supervisor,Night,101173.47
240744,161094,Sales,Associate,Evening,75454.53
240745,160295,Front Office,Executive,Morning,128168.62
240746,160266,Housekeeping,Chef,Night,100191.15
240747,160103,Maintenance,Executive,Morning,122432.43
240748,160093,Housekeeping,Executive,Evening,125755.46
240749,160962,Food & Beverage,Manager,Night,88336.66
240750,161246,Sales,Technician,Night,26671.93
240751,161280,Housekeeping,Executive,Morning,86920.92
240752,161470,Sales,Chef,Evening,65520.03
240753,161484,Front Office,Manager,Morning,98130.32
240754,160748,Front Office,Manager,Night,68187.55
240755,160806,Housekeeping,Associate,Night,74323.97
240756,160267,Housekeeping,Chef,Night,55429.37
240757,160608,Maintenance,Technician,Night,46829.84
240758,161616,Sales,Chef,Night,118938.99
240759,160440,Front Office,Executive,Night,53434.88
240760,161612,Sales,Associate,Morning,29583.04
240761,160439,Maintenance,Executive,Evening,82118.28
240762,160441,Housekeeping,Executive,Morning,80742.72
240763,161685,Front Office,Executive,Evening,75779.4
240764,161062,Food & Beverage,Executive,Evening,129254.81
240765,161383,Food & Beverage,Manager,Evening,20260.75
240766,161478,Maintenance,Technician,Evening,170984.67
240767,160841,Maintenance,Technician,Night,134197.08
240768,161340,Sales,Technician,Morning,158832.11
240769,161371,Maintenance,Supervisor,Evening,48771.76
240770,161915,Housekeeping,Manager,Night,75790.57
240771,161086,Food & Beverage,Associate,Morning,78687.33
240772,160180,Maintenance,Chef,Night,74302.98
240773,160243,Sales,Supervisor,Night,34638.36
240774,160694,Front Office,Executive,Night,64928.94
240775,161223,Housekeeping,Chef,Morning,92727.25
240776,161042,Food & Beverage,Supervisor,Evening,127489.88
240777,160716,Housekeeping,Manager,Night,111814.88
240778,161536,Maintenance,Chef,Evening,116378.46
240779,160849,Front Office,Technician,Evening,134854.63
240780,160410,Front Office,Associate,Evening,59474.46
240781,160427,Sales,Associate,Night,175153.16
240782,161584,Food & Beverage,Supervisor,Evening,107781.76
240783,160381,Front Office,Executive,Evening,38677.05
240784,161398,Maintenance,Associate,Evening,38287.66
240785,160955,Front Office,Technician,Night,90850.98
240786,160838,Front Office,Technician,Morning,49056.39
240787,161187,Sales,Executive,Night,59230.24
240788,160756,Maintenance,Executive,Evening,135722.56
240789,160175,Food & Beverage,Chef,Morning,143281.3
240790,160731,Sales,Chef,Night,75540.21
240791,160961,Sales,Chef,Morning,119865.52
240792,161144,Housekeeping,Manager,Night,147642.17
240793,160645,Front Office,Supervisor,Night,117082.92
240794,160605,Sales,Associate,Morning,80831.83
240795,160862,Maintenance,Technician,Evening,171721.0
240796,161316,Maintenance,Chef,Night,95554.24
240797,160260,Maintenance,Executive,Evening,84350.35
240798,161852,Food & Beverage,Manager,Night,26175.56
240799,161462,Maintenance,Supervisor,Evening,87950.08
240800,161792,Front Office,Chef,Night,52101.58
240801,161502,Food & Beverage,Technician,Morning,33201.86
240802,161204,Housekeeping,Technician,Evening,64042.99
240803,160380,Housekeeping,Chef,Morning,137263.1
240804,160585,Sales,Technician,Evening,158342.84
240805,161525,Food & Beverage,Technician,Morning,121332.89
240806,160795,Food & Beverage,Technician,Evening,154581.89
240807,161296,Maintenance,Supervisor,Morning,90607.32
240808,160231,Front Office,Associate,Night,25123.94
240809,161223,Front Office,Technician,Evening,146741.19
240810,161747,Maintenance,Associate,Night,19050.13
240811,160518,Maintenance,Supervisor,Morning,96064.46
240812,161316,Food & Beverage,Chef,Evening,135752.78
240813,161513,Sales,Supervisor,Night,25703.46
240814,161288,Housekeeping,Manager,Evening,68437.48
240815,161395,Housekeeping,Technician,Evening,104597.41
240816,161817,Front Office,Technician,Morning,26020.25
240817,160011,Housekeeping,Associate,Night,146805.21
240818,160033,Housekeeping,Manager,Night,126319.79
240819,161011,Food & Beverage,Manager,Morning,179289.82
240820,160858,Housekeeping,Supervisor,Night,41460.94
240821,161397,Front Office,Chef,Morning,127799.32
240822,160628,Sales,Executive,Evening,167159.77
240823,161338,Housekeeping,Associate,Morning,65422.36
240824,161920,Housekeeping,Supervisor,Night,63330.67
240825,161346,Housekeeping,Associate,Night,142388.01
240826,161546,Housekeeping,Executive,Morning,52748.45
240827,160426,Food & Beverage,Associate,Night,23204.56
240828,160050,Front Office,Associate,Evening,28681.85
240829,160914,Front Office,Manager,Night,81317.46
240830,160852,Front Office,Technician,Evening,179502.3
240831,160653,Food & Beverage,Chef,Night,152153.03
240832,160349,Housekeeping,Associate,Night,137436.1
240833,161092,Food & Beverage,Executive,Night,56092.46
240834,160215,Sales,Associate,Morning,67462.81
240835,160499,Maintenance,Associate,Morning,114191.32
240836,161504,Sales,Associate,Morning,173042.93
240837,161246,Sales,Manager,Morning,33862.39
240838,160966,Maintenance,Technician,Evening,44571.4
240839,160514,Front Office,Executive,Night,118981.74
240840,160510,Maintenance,Associate,Evening,60367.58
240841,161482,Sales,Chef,Night,135119.17
240842,161616,Maintenance,Supervisor,Night,43312.66
240843,160805,Housekeeping,Associate,Evening,146897.84
240844,160855,Sales,Chef,Morning,111890.55
240845,161045,Food & Beverage,Manager,Morning,154945.22
240846,161680,Food & Beverage,Supervisor,Night,78722.09
240847,160693,Food & Beverage,Executive,Night,175313.36
240848,160266,Sales,Technician,Morning,34809.08
240849,161653,Housekeeping,Manager,Night,107786.96
240850,161877,Food & Beverage,Manager,Night,95279.83
240851,161070,Front Office,Technician,Evening,133668.7
240852,161777,Front Office,Chef,Evening,68948.0
240853,161144,Front Office,Technician,Evening,118572.75
240854,160640,Front Office,Chef,Morning,61747.95
240855,161797,Sales,Associate,Evening,157716.81
240856,160175,Housekeeping,Chef,Evening,172291.95
240857,161057,Maintenance,Chef,Morning,52215.73
240858,160925,Housekeeping,Technician,Evening,116609.61
240859,160106,Sales,Chef,Morning,37177.64
240860,160938,Food & Beverage,Manager,Morning,109690.17
240861,161198,Food & Beverage,Manager,Night,72956.91
240862,160214,Front Office,Chef,Morning,152833.33
240863,161934,Food & Beverage,Chef,Night,160138.96
240864,161995,Sales,Executive,Night,70627.71
240865,160524,Front Office,Manager,Morning,162283.96
240866,160357,Front Office,Associate,Night,86849.84
240867,161743,Housekeeping,Associate,Evening,63805.37
